gw0_x,gw0_y,an0_x,an0_y,an1_x,an1_y,en0_x,en0_y
AN0,00024,-81,7,1760663375,156503946,28.5,46.4
AN1,00024,-76,7,1760663375,156504090,28.5,46.4
GW0,00025,-92,7,1760663405,154661824,28.9,46.3
AN0,00025,-82,7,1760663405,154661727,28.9,46.2
AN1,00025,-77,7,1760663405,154661826,28.9,46.2
GW0,00026,-92,6,1760663435,153216456,29.0,45.9
AN0,00026,-80,7,1760663435,153216126,29.1,46.0
AN1,00026,-77,6,1760663435,153216015,29.1,46.0
GW0,00027,-91,6,1760663465,150120469,29.1,45.1
AN0,00027,-78,7,1760663465,150120118,29.1,45.1
AN1,00027,-76,6,1760663465,150120231,29.1,45.1
GW0,00028,-92,7,1760663495,148740365,28.9,45.9
AN0,00028,-80,7,1760663495,148740296,28.9,45.9
AN1,00028,-77,5,1760663495,148740127,28.9,45.9
GW0,00029,-91,5,1760663525,147733057,28.6,46.2
AN0,00029,-81,7,1760663525,147732727,28.6,46.2
AN1,00029,-78,6,1760663525,147732815,28.6,46.2
GW0,00030,-91,5,1760663555,146107093,28.5,47.1
AN0,00030,-78,7,1760663555,146106715,28.5,47.2
AN1,00030,-78,6,1760663555,146106925,28.5,47.2
GW0,00031,-94,6,1760663585,144776429,28.5,47.0
AN0,00031,-80,7,1760663585,144776009,28.5,47.0
AN1,00031,-77,5,1760663585,144776003,28.6,47.1
GW0,00032,-91,6,1760663615,142590872,28.7,46.9
AN0,00032,-78,7,1760663615,142590710,28.8,46.9
AN1,00032,-76,6,1760663615,142590694,28.8,46.9
GW0,00033,-91,6,1760663645,140750411,28.7,46.1
AN0,00033,-80,7,1760663645,140749811,28.7,46.1
AN1,00033,-77,6,1760663645,140750193,28.6,46.1
GW0,00034,-92,6,1760663675,138782879,28.5,46.3
AN0,00034,-80,7,1760663675,138782564,28.5,46.3
AN1,00034,-76,5,1760663675,138782641,28.5,46.4
GW0,00035,-93,7,1760663705,136824057,28.6,47.2
AN0,00035,-79,6,1760663705,136823997,28.6,47.2
AN1,00035,-77,5,1760663705,136824034,28.6,47.2
GW0,00036,-92,6,1760663735,134929901,28.7,47.0
AN0,00036,-78,7,1760663735,134929503,28.7,47.0
AN1,00036,-79,6,1760663735,134929308,28.7,47.0
GW0,00037,-92,7,1760663765,133556828,28.6,46.7
AN0,00037,-81,7,1760663765,133556729,28.6,46.7
AN1,00037,-77,5,1760663765,133556744,28.6,46.7
GW0,00038,-91,6,1760663795,133228781,28.7,46.0
AN0,00038,-82,7,1760663795,133228397,28.7,46.0
AN1,00038,-77,5,1760663795,133228073,28.7,46.0
GW0,00039,-91,6,1760663825,131278471,28.4,45.8
AN0,00039,-82,6,1760663825,131278052,28.4,45.8
AN1,00039,-77,7,1760663825,131278130,28.4,45.8
GW0,00040,-91,6,1760663855,128986137,28.0,46.6
AN0,00040,-81,6,1760663855,128985777,28.0,46.6
AN1,00040,-79,6,1760663855,128986046,28.0,46.6
GW0,00041,-92,6,1760663885,125500634,28.2,46.6
AN0,00041,-82,7,1760663885,125500136,28.2,46.6
AN1,00041,-78,6,1760663885,125500656,28.2,46.6
GW0,00042,-92,7,1760663915,122442865,28.3,46.9
AN0,00042,-82,7,1760663915,122442100,28.3,46.9
AN1,00042,-77,7,1760663915,122442640,28.3,46.9
GW0,00043,-92,6,1760663945,119464663,28.6,47.2
AN0,00043,-82,6,1760663945,119464637,28.6,47.2
AN1,00043,-77,7,1760663945,119464909,28.6,47.2
GW0,00044,-90,6,1760663975,115286043,28.6,46.2
AN0,00044,-82,6,1760663975,115285831,28.6,46.2
AN1,00044,-78,6,1760663975,115286204,28.6,46.2
GW0,00045,-90,6,1760664005,110569079,28.6,46.0
AN0,00045,-81,7,1760664005,110569005,28.6,46.0
AN1,00045,-77,6,1760664005,110569320,28.6,46.0
GW0,00046,-92,6,1760664035,106113636,28.9,45.8
AN0,00046,-82,7,1760664035,106113083,28.9,45.8
AN1,00046,-78,6,1760664035,106113188,28.9,45.8
GW0,00047,-93,7,1760664065,102642878,29.2,45.8
AN0,00047,-81,7,1760664065,102642692,29.2,45.8
AN1,00047,-78,5,1760664065,102642919,29.2,45.8
GW0,00048,-92,7,1760664095,99463676,29.6,45.8
AN0,00048,-83,6,1760664095,99463685,29.6,45.8
AN1,00048,-78,7,1760664095,99463870,29.6,45.8
GW0,00049,-92,6,1760664125,95771443,29.4,44.6
AN0,00049,-83,7,1760664125,95770873,29.4,44.6
AN1,00049,-77,6,1760664125,95771337,29.4,44.6
GW0,00050,-92,6,1760664155,92167926,29.3,45.2
AN0,00050,-79,7,1760664155,92167897,29.3,45.2
AN1,00050,-78,5,1760664155,92167873,29.3,45.2
GW0,00051,-92,7,1760664185,89101239,29.6,45.3
AN0,00051,-80,7,1760664185,89101252,29.6,45.3
AN1,00051,-77,5,1760664185,89101076,29.6,45.3
GW0,00052,-90,6,1760664215,86397338,29.5,44.7
AN0,00052,-81,6,1760664215,86397159,29.5,44.7
AN1,00052,-78,5,1760664215,86397271,29.5,44.7
GW0,00053,-91,7,1760664245,84598998,29.2,46.4
AN0,00053,-82,7,1760664245,84598784,29.2,46.4
AN1,00053,-78,6,1760664245,84598971,29.2,46.4
GW0,00054,-91,6,1760664275,81928041,29.1,46.0
AN0,00054,-82,6,1760664275,81927924,29.1,46.0
AN1,00054,-78,6,1760664275,81928204,29.1,46.0
GW0,00055,-91,6,1760664305,79678211,29.4,45.4
AN0,00055,-80,7,1760664305,79678191,29.4,45.4
AN1,00055,-79,5,1760664305,79677989,29.3,45.3
GW0,00056,-92,7,1760664335,78087106,29.1,44.3
AN0,00056,-79,6,1760664335,78087004,29.1,44.3
AN1,00056,-78,6,1760664335,78087047,29.1,44.3
GW0,00057,-92,7,1760664365,74356446,28.7,45.4
AN0,00057,-79,6,1760664365,74356513,28.7,45.4
AN1,00057,-76,5,1760664365,74356557,28.7,45.4
GW0,00058,-92,7,1760664395,70246970,28.6,46.9
AN0,00058,-81,7,1760664395,70246798,28.6,46.9
AN1,00058,-77,5,1760664395,70246955,28.6,46.9
GW0,00059,-94,5,1760664425,66409553,28.6,46.1
AN0,00059,-81,7,1760664425,66409714,28.6,46.1
AN1,00059,-79,6,1760664425,66409585,28.6,46.1
GW0,00060,-92,6,1760664455,62425092,28.7,46.2
AN0,00060,-81,7,1760664455,62425187,28.7,46.2
AN1,00060,-79,5,1760664455,62425163,28.7,46.2
GW0,00061,-92,7,1760664485,58732132,28.7,45.6
AN0,00061,-79,7,1760664485,58731836,28.7,45.6
AN1,00061,-78,7,1760664485,58732033,28.7,45.6
GW0,00062,-91,6,1760664514,335878367,28.8,45.3
AN0,00062,-81,7,1760664514,335877998,28.8,45.3
AN1,00062,-76,6,1760664514,335878573,28.8,45.3
GW0,00063,-91,6,1760664544,332416588,29.0,45.3
AN0,00063,-82,7,1760664544,332417170,29.0,45.3
AN1,00063,-78,6,1760664544,332417293,29.0,45.3
GW0,00064,-91,7,1760664574,328973663,29.0,45.1
AN0,00064,-81,5,1760664574,328973437,29.0,45.1
AN1,00064,-76,6,1760664574,328973917,29.0,45.1
GW0,00065,-91,7,1760664604,324999606,29.0,45.3
AN0,00065,-79,6,1760664604,325000126,29.0,45.3
AN1,00065,-78,6,1760664604,325000107,29.0,45.3
GW0,00066,-91,6,1760664634,320471957,28.9,45.6
AN0,00066,-83,6,1760664634,320471860,28.9,45.6
AN1,00066,-76,6,1760664634,320472309,28.9,45.6
GW0,00067,-92,7,1760664664,316581322,28.8,45.5
AN0,00067,-82,7,1760664664,316581815,28.8,45.5
AN1,00067,-76,5,1760664664,316581849,28.8,45.5
GW0,00068,-91,6,1760664694,312801515,28.8,45.2
AN0,00068,-81,6,1760664694,312801252,28.8,45.1
AN1,00068,-78,6,1760664694,312802132,28.8,45.5
GW0,00069,-93,6,1760664724,309928515,28.9,46.1
AN0,00069,-81,6,1760664724,309928511,28.8,46.1
AN1,00069,-76,5,1760664724,309928664,28.8,46.1
GW0,00070,-92,7,1760664754,306090028,29.1,45.6
AN0,00070,-82,6,1760664754,306089743,29.0,45.6
AN1,00070,-77,5,1760664754,306090552,29.0,45.6
GW0,00071,-91,7,1760664784,302767866,29.1,45.9
AN0,00071,-82,6,1760664784,302767733,29.1,45.9
AN1,00071,-77,6,1760664784,302768087,29.1,45.9
GW0,00072,-92,6,1760664814,298262684,29.4,45.2
AN0,00072,-82,6,1760664814,298262680,29.4,45.2
AN1,00072,-78,6,1760664814,298263211,29.4,45.2
GW0,00073,-92,7,1760664844,292902568,29.6,44.6
AN0,00073,-82,7,1760664844,292902479,29.6,44.6
AN1,00073,-77,5,1760664844,292902873,29.6,44.5
GW0,00074,-90,7,1760664874,288904305,29.7,43.6
AN0,00074,-82,7,1760664874,288904632,29.7,43.6
AN1,00074,-77,5,1760664874,288904821,29.8,43.6
GW0,00075,-91,5,1760664904,285318118,29.3,43.5
AN0,00075,-78,7,1760664904,285318243,29.3,43.5
AN1,00075,-79,5,1760664904,285318664,29.1,43.7
GW0,00076,-91,6,1760664934,282339605,28.7,44.7
AN0,00076,-81,7,1760664934,282340002,28.7,44.7
AN1,00076,-79,6,1760664934,282340233,28.7,44.7
GW0,00077,-91,6,1760664964,279838446,28.7,45.4
AN0,00077,-82,7,1760664964,279838246,28.7,45.4
AN1,00077,-77,5,1760664964,279838777,28.7,45.4
GW0,00078,-91,4,1760664994,276606725,28.7,46.1
AN0,00078,-82,6,1760664994,276606666,28.7,46.1
AN1,00078,-79,6,1760664994,276606948,28.7,46.1
GW0,00079,-92,6,1760665024,273663863,29.1,46.4
AN0,00079,-79,6,1760665024,273663526,29.0,46.4
AN1,00079,-78,5,1760665024,273664210,29.0,46.4
GW0,00080,-90,4,1760665054,270782550,29.3,45.3
AN0,00080,-80,6,1760665054,270782620,29.3,45.3
AN1,00080,-77,6,1760665054,270782923,29.3,45.3
GW0,00081,-90,4,1760665084,267527453,29.2,44.9
AN0,00081,-83,6,1760665084,267527458,29.2,44.9
AN1,00081,-78,5,1760665084,267527826,29.2,44.9
GW0,00082,-90,6,1760665114,263479541,29.0,44.5
AN0,00082,-82,6,1760665114,263479557,29.0,44.5
AN1,00082,-78,6,1760665114,263479728,29.0,44.5
GW0,00083,-88,5,1760665144,259229665,28.7,45.5
AN0,00083,-82,6,1760665144,259229760,28.7,45.6
AN1,00083,-79,6,1760665144,259230329,28.7,45.6
GW0,00084,-88,4,1760665174,255305781,28.8,46.4
AN0,00084,-82,7,1760665174,255305502,28.8,46.4
AN1,00084,-79,6,1760665174,255306232,28.8,46.4
GW0,00085,-91,6,1760665204,252266760,29.2,46.4
AN0,00085,-80,6,1760665204,252266481,29.3,46.5
AN1,00085,-77,6,1760665204,252267254,29.3,46.5
GW0,00086,-90,4,1760665234,250069261,29.7,45.0
AN0,00086,-82,7,1760665234,250068900,29.7,45.0
AN1,00086,-77,6,1760665234,250069365,29.7,45.0
GW0,00087,-91,7,1760665264,247396243,29.9,43.5
AN0,00087,-80,7,1760665264,247396256,29.9,43.5
AN1,00087,-76,5,1760665264,247396370,29.9,43.3
GW0,00088,-92,5,1760665294,246304080,29.6,43.4
AN0,00088,-82,7,1760665294,246304459,29.6,43.4
AN1,00088,-76,5,1760665294,246304532,29.6,43.4
GW0,00089,-91,4,1760665324,244876135,29.5,43.4
AN0,00089,-82,7,1760665324,244875934,29.5,43.4
AN1,00089,-78,6,1760665324,244876405,29.5,43.4
GW0,00090,-90,5,1760665354,243087838,29.4,44.2
AN0,00090,-81,6,1760665354,243088010,29.4,44.2
AN1,00090,-76,5,1760665354,243088350,29.5,45.0
GW0,00091,-90,6,1760665384,241823550,29.6,44.6
AN0,00091,-81,7,1760665384,241823793,29.6,44.6
AN1,00091,-75,6,1760665384,241823811,29.6,44.5
GW0,00092,-90,5,1760665414,239426713,29.7,43.6
AN0,00092,-81,6,1760665414,239426880,29.7,43.6
AN1,00092,-77,7,1760665414,239427317,29.6,43.5
GW0,00093,-90,5,1760665444,236283146,29.6,44.3
AN0,00093,-79,6,1760665444,236283459,29.6,44.3
AN1,00093,-78,6,1760665444,236283783,29.5,44.2
GW0,00094,-87,5,1760665474,233356549,29.5,44.1
AN0,00094,-82,6,1760665474,233356701,29.5,44.1
AN1,00094,-77,6,1760665474,233356863,29.5,44.1
GW0,00095,-90,5,1760665504,231739492,29.7,43.8
AN0,00095,-81,6,1760665504,231739344,29.7,43.8
AN1,00095,-78,6,1760665504,231739825,29.7,43.6
GW0,00096,-87,4,1760665534,231309480,29.8,43.8
AN0,00096,-81,7,1760665534,231309370,29.8,43.8
AN1,00096,-78,3,1760665534,231309980,29.8,43.8
GW0,00097,-86,4,1760665564,229614879,29.9,43.2
AN0,00097,-81,7,1760665564,229615298,29.9,43.2
AN1,00097,-76,5,1760665564,229615454,29.9,43.2
GW0,00098,-88,6,1760665594,227821121,29.9,43.9
AN0,00098,-81,6,1760665594,227820606,29.9,43.9
AN1,00098,-77,5,1760665594,227820992,30.1,43.4
GW0,00099,-90,6,1760665624,226977494,30.1,43.2
AN0,00099,-80,6,1760665624,226977546,30.1,43.2
AN1,00099,-78,6,1760665624,226977688,30.1,43.2
GW0,00100,-87,4,1760665654,225436845,30.5,42.3
AN0,00100,-81,6,1760665654,225436927,30.5,42.3
AN1,00100,-77,7,1760665654,225436988,30.5,42.3
GW0,00101,-88,4,1760665684,223024367,30.8,42.7
AN0,00101,-81,6,1760665684,223023831,30.8,42.7
AN1,00101,-78,6,1760665684,223024369,30.8,42.7
GW0,00102,-90,4,1760665714,220467076,31.2,41.5
AN0,00102,-83,7,1760665714,220466946,31.2,41.5
AN1,00102,-77,6,1760665714,220467248,31.2,41.6
GW0,00107,-90,4,1760665864,215500575,29.8,43.3
AN0,00107,-79,7,1760665864,215500702,29.8,43.3
AN1,00107,-78,6,1760665864,215501237,29.8,43.3
GW0,00108,-93,6,1760665894,213760903,30.1,44.2
AN0,00108,-81,6,1760665894,213760984,30.1,44.2
AN1,00108,-78,6,1760665894,213761590,30.1,44.2
GW0,00109,-91,4,1760665924,211563959,30.1,43.0
AN0,00109,-82,7,1760665924,211564302,30.1,43.0
AN1,00109,-76,7,1760665924,211564144,30.1,42.1
GW0,00110,-92,5,1760665954,209208738,30.0,41.8
AN0,00110,-82,7,1760665954,209208326,30.0,41.8
AN1,00110,-79,7,1760665954,209208804,29.9,41.7
GW0,00111,-92,5,1760665984,206723043,29.4,42.5
AN0,00111,-82,7,1760665984,206722533,29.4,42.5
AN1,00111,-79,6,1760665984,206722818,29.4,42.6
GW0,00112,-88,5,1760666014,204000106,29.2,44.2
AN0,00112,-81,6,1760666014,203999733,29.2,44.2
AN1,00112,-77,6,1760666014,204000026,29.2,44.2
GW0,00113,-91,6,1760666044,201014497,28.9,43.8
AN0,00113,-82,6,1760666044,201014331,28.9,43.8
AN1,00113,-78,6,1760666044,201014480,29.0,43.7
GW0,00119,-90,5,1760666224,188445308,29.2,43.4
AN0,00119,-81,6,1760666224,188445190,29.2,43.4
AN1,00119,-77,6,1760666224,188445444,29.3,43.3
GW0,00126,-90,5,1760666434,176457863,29.8,42.2
AN0,00126,-83,7,1760666434,176457227,29.8,42.2
AN1,00126,-75,7,1760666434,176457539,29.8,42.3
GW0,00134,-91,6,1760666674,163890648,30.2,41.7
AN0,00134,-83,6,1760666674,163890284,30.2,41.7
AN1,00134,-74,7,1760666674,163890299,30.2,41.7
GW0,00135,-88,5,1760666704,162021782,30.2,41.6
AN0,00135,-82,7,1760666704,162021471,30.2,41.6
AN1,00135,-76,7,1760666704,162021810,30.2,41.6
GW0,00136,-90,4,1760666734,158647687,30.4,41.9
AN0,00136,-81,6,1760666734,158647810,30.4,41.9
AN1,00136,-74,7,1760666734,158647655,30.4,41.9
GW0,00137,-90,5,1760666764,156126622,30.1,42.0
AN0,00137,-81,6,1760666764,156126260,30.1,42.0
AN1,00137,-76,7,1760666764,156126686,30.1,42.0
GW0,00138,-90,4,1760666794,153121602,30.3,42.6
AN0,00138,-81,6,1760666794,153121593,30.2,42.6
AN1,00138,-75,7,1760666794,153121800,30.2,42.6
GW0,00139,-88,5,1760666824,149376939,30.7,41.5
AN0,00139,-84,6,1760666824,149376452,30.7,41.5
AN1,00139,-75,7,1760666824,149377023,30.7,41.5
GW0,00140,-88,4,1760666854,146131942,31.2,40.6
AN0,00140,-83,6,1760666854,146131558,31.2,40.6
AN1,00140,-76,7,1760666854,146132012,31.1,40.5
GW0,00141,-90,5,1760666884,143902701,31.1,39.2
AN0,00141,-84,6,1760666884,143902205,31.0,39.2
AN1,00141,-74,7,1760666884,143902334,31.1,39.2
GW0,00142,-90,6,1760666914,141576086,30.8,40.1
AN0,00142,-83,6,1760666914,141575954,30.8,40.1
AN1,00142,-73,7,1760666914,141576133,30.7,40.5
GW0,00143,-90,5,1760666944,139126012,30.7,40.6
AN0,00143,-83,6,1760666944,139125694,30.7,40.6
AN1,00143,-74,7,1760666944,139126217,30.8,40.6
GW0,00144,-90,5,1760666974,136894936,31.2,39.8
AN0,00144,-82,7,1760666974,136894442,31.2,39.8
AN1,00144,-74,7,1760666974,136894921,31.1,39.7
GW0,00145,-88,5,1760667004,136291108,30.8,39.2
AN0,00145,-81,6,1760667004,136290666,30.8,39.2
AN1,00145,-73,8,1760667004,136291225,30.8,39.2
GW0,00146,-88,4,1760667034,134764069,30.5,40.2
AN0,00146,-80,7,1760667034,134763703,30.5,40.2
AN1,00146,-73,8,1760667034,134764058,30.6,40.3
GW0,00147,-90,4,1760667064,131887992,30.6,40.2
AN0,00147,-81,7,1760667064,131888113,30.6,40.2
AN1,00147,-71,7,1760667064,131887891,30.6,40.2
GW0,00148,-88,4,1760667094,129012407,30.6,40.3
AN0,00148,-83,6,1760667094,129011814,30.6,40.3
AN1,00148,-73,8,1760667094,129012419,30.6,40.3
GW0,00149,-91,5,1760667124,126006818,30.6,40.4
AN0,00149,-81,6,1760667124,126006573,30.6,40.4
AN1,00149,-73,7,1760667124,126006987,30.6,40.4
GW0,00150,-90,5,1760667154,122542052,30.8,40.2
AN0,00150,-82,6,1760667154,122541960,30.8,40.2
AN1,00150,-73,7,1760667154,122541725,30.8,40.1
GW0,00151,-91,4,1760667184,119203495,30.7,40.1
AN0,00151,-82,7,1760667184,119203171,30.7,40.1
AN1,00151,-71,7,1760667184,119203486,30.7,40.0
GW0,00152,-91,5,1760667214,116666706,30.5,40.2
AN0,00152,-83,6,1760667214,116666304,30.5,40.2
AN1,00152,-69,7,1760667214,116666598,30.5,40.2
GW0,00153,-91,5,1760667244,113579793,30.2,40.7
AN0,00153,-81,6,1760667244,113579849,30.2,40.7
AN1,00153,-71,8,1760667244,113580138,30.2,40.7
GW0,00154,-90,4,1760667274,110155537,30.3,41.2
AN0,00154,-80,6,1760667274,110155395,30.3,41.2
AN1,00154,-76,6,1760667274,110155410,30.3,41.2
GW0,00155,-88,5,1760667304,107363325,30.5,41.8
AN0,00155,-79,7,1760667304,107362880,30.5,41.8
AN1,00155,-76,7,1760667304,107363352,30.5,41.8
GW0,00156,-91,6,1760667334,104209446,31.1,41.8
AN0,00156,-82,6,1760667334,104209308,31.1,41.8
AN1,00156,-75,7,1760667334,104209513,31.1,41.8
GW0,00157,-88,5,1760667364,101228165,31.8,40.2
AN0,00157,-81,7,1760667364,101227814,31.8,40.2
AN1,00157,-76,7,1760667364,101227967,31.8,40.2
GW0,00158,-91,5,1760667394,99611434,31.9,38.4
AN0,00158,-82,6,1760667394,99611674,31.9,38.4
AN1,00158,-75,6,1760667394,99611456,31.9,38.4
GW0,00159,-90,5,1760667424,97775890,31.6,39.1
AN0,00159,-82,6,1760667424,97775898,31.6,39.1
AN1,00159,-76,7,1760667424,97776003,31.6,39.1
GW0,00160,-91,5,1760667454,94697897,31.4,39.5
AN0,00160,-82,6,1760667454,94697605,31.4,39.5
AN1,00160,-76,6,1760667454,94697769,31.4,39.5
GW0,00161,-88,6,1760667484,91417272,31.3,39.7
AN0,00161,-82,6,1760667484,91417619,31.3,39.7
AN1,00161,-76,7,1760667484,91417547,31.3,39.7
GW0,00162,-88,3,1760667514,86075107,31.3,39.8
AN0,00162,-80,7,1760667514,86075040,31.3,39.7
AN1,00162,-76,6,1760667514,86075230,31.3,39.7
GW0,00163,-91,5,1760667544,81214216,31.5,39.0
AN0,00163,-80,6,1760667544,81214326,31.5,39.0
AN1,00163,-74,7,1760667544,81214008,31.5,39.0
GW0,00164,-88,5,1760667574,77237020,31.6,38.8
AN0,00164,-81,7,1760667574,77236878,31.6,38.8
AN1,00164,-76,7,1760667574,77237365,31.6,38.8
GW0,00165,-88,4,1760667604,74358473,31.6,39.1
AN0,00165,-79,6,1760667604,74358400,31.6,39.1
AN1,00165,-76,7,1760667604,74358564,31.5,39.0
GW0,00166,-91,6,1760667634,70484236,31.6,39.3
AN0,00166,-82,6,1760667634,70483804,31.6,39.3
AN1,00166,-76,7,1760667634,70483864,31.6,39.3
GW0,00167,-91,5,1760667664,68097281,31.6,38.4
AN0,00167,-82,6,1760667664,68097434,31.6,38.4
AN1,00167,-76,6,1760667664,68097155,31.6,38.4
GW0,00168,-90,4,1760667694,66901940,31.6,39.0
AN0,00168,-81,6,1760667694,66906427,31.6,39.0
AN1,00168,-77,7,1760667694,66906647,31.6,39.0
GW0,00169,-91,4,1760667724,65495173,31.9,39.8
AN0,00169,-83,6,1760667724,65495288,31.9,39.8
AN1,00169,-76,7,1760667724,65495259,31.9,39.8
GW0,00170,-92,6,1760667754,63893105,32.2,37.6
AN0,00170,-83,6,1760667754,63893105,32.2,37.6
AN1,00170,-76,6,1760667754,63893099,32.2,37.6
GW0,00171,-92,6,1760667784,61655815,31.8,38.8
AN0,00171,-82,6,1760667784,61659706,31.8,38.8
AN1,00171,-75,7,1760667784,61659755,31.8,38.8
GW0,00172,-90,6,1760667814,58947491,31.8,40.3
AN0,00172,-83,6,1760667814,58943260,31.8,40.3
AN1,00172,-77,6,1760667814,58943730,31.8,40.3
GW0,00173,-91,5,1760667843,335669313,32.0,39.7
AN0,00173,-83,6,1760667843,335668887,32.0,39.7
AN1,00173,-75,5,1760667843,335669442,32.0,39.7
GW0,00174,-93,6,1760667873,332527115,32.3,39.1
AN0,00174,-81,6,1760667873,332527225,32.3,39.1
AN1,00174,-75,6,1760667873,332527819,32.3,39.1
GW0,00175,-90,5,1760667903,328922661,32.3,38.0
AN0,00175,-81,6,1760667903,328922454,32.3,38.0
AN1,00175,-77,7,1760667903,328923327,32.3,38.0
GW0,00176,-90,5,1760667933,324709464,32.3,37.6
AN0,00176,-81,5,1760667933,324709556,32.3,37.6
AN1,00176,-78,7,1760667933,324709827,32.3,37.6
GW0,00177,-90,6,1760667963,320730106,32.4,38.1
AN0,00177,-79,7,1760667963,320729843,32.4,38.1
AN1,00177,-77,5,1760667963,320730517,32.4,38.1
GW0,00178,-92,5,1760667993,317649347,32.5,37.5
AN0,00178,-82,7,1760667993,317649438,32.5,37.5
AN1,00178,-78,7,1760667993,317649362,32.5,37.5
GW0,00179,-90,4,1760668023,314005030,32.8,37.7
AN0,00179,-82,6,1760668023,314005483,32.8,37.7
AN1,00179,-76,5,1760668023,314005768,32.8,37.7
GW0,00180,-91,5,1760668053,310100457,32.8,35.9
AN0,00180,-82,6,1760668053,310100430,32.8,35.9
AN1,00180,-76,6,1760668053,310100524,32.8,35.9
