gw0_x,gw0_y,an0_x,an0_y,an1_x,an1_y,en0_x,en0_y
AN1,00040,-71,7,1760337187,181647730,34.2,37.4
GW0,00041,-82,8,1760337217,184355949,34.2,38.6
AN0,00041,-87,1,1760337217,184355912,34.2,38.6
AN1,00041,-69,8,1760337217,184356272,34.2,38.6
GW0,00042,-82,7,1760337247,187752276,34.4,37.8
AN0,00042,-87,0,1760337247,187752081,34.4,37.8
AN1,00042,-69,7,1760337247,187752481,34.4,37.8
GW0,00043,-82,8,1760337277,190589465,34.7,37.1
AN0,00043,-87,1,1760337277,190589624,34.7,37.1
AN1,00043,-69,7,1760337277,190590120,34.7,37.1
GW0,00044,-80,7,1760337307,193499821,34.9,36.6
AN0,00044,-87,1,1760337307,193499902,34.9,36.6
AN1,00044,-69,8,1760337307,193500280,34.9,36.6
GW0,00045,-82,8,1760337337,197021533,34.6,36.3
AN0,00045,-86,1,1760337337,197022029,34.6,36.3
AN1,00045,-71,7,1760337337,197021793,34.6,36.3
GW0,00046,-82,8,1760337367,200285830,34.4,36.3
AN0,00046,-85,0,1760337367,200286094,34.4,36.3
AN1,00046,-70,7,1760337367,200286341,34.4,36.3
GW0,00047,-82,8,1760337397,203753686,34.1,38.6
AN0,00047,-87,1,1760337397,203753658,34.1,38.6
AN1,00047,-68,7,1760337397,203754034,34.1,38.6
GW0,00048,-81,7,1760337427,206014748,34.0,38.7
AN0,00048,-87,0,1760337427,206015048,34.0,38.7
AN1,00048,-69,7,1760337427,206014788,34.0,38.7
GW0,00049,-80,7,1760337457,208787104,33.9,38.3
AN0,00049,-87,0,1760337457,208786806,33.9,38.3
AN1,00049,-71,8,1760337457,208787136,33.9,38.3
GW0,00050,-82,8,1760337487,211354852,34.0,39.2
AN0,00050,-87,1,1760337487,211355077,34.0,39.2
AN1,00050,-70,8,1760337487,211355202,34.0,39.2
GW0,00051,-80,7,1760337517,214318022,34.2,38.4
AN0,00051,-87,1,1760337517,214318350,34.2,38.4
AN1,00051,-70,8,1760337517,214318243,34.2,38.4
GW0,00052,-81,8,1760337547,217207540,34.3,37.8
AN0,00052,-85,0,1760337547,217207583,34.3,37.8
AN1,00052,-70,8,1760337547,217208008,34.3,37.8
GW0,00053,-81,8,1760337577,220416508,34.4,38.1
AN0,00053,-87,1,1760337577,220417079,34.4,38.1
AN1,00053,-71,8,1760337577,220416964,34.4,38.1
GW0,00054,-80,8,1760337607,224188843,34.3,38.2
AN0,00054,-87,1,1760337607,224189338,34.3,38.2
AN1,00054,-69,8,1760337607,224189326,34.3,38.2
GW0,00055,-81,7,1760337637,227279909,34.4,38.4
AN0,00055,-88,1,1760337637,227279824,34.4,38.4
AN1,00055,-69,7,1760337637,227280385,34.4,38.4
GW0,00056,-81,8,1760337667,230031882,34.5,38.5
AN0,00056,-87,1,1760337667,230032290,34.5,38.5
AN1,00056,-68,7,1760337667,230032336,34.5,38.5
GW0,00057,-80,7,1760337697,233529345,34.5,37.9
AN0,00057,-86,0,1760337697,233529359,34.5,37.9
AN1,00057,-70,7,1760337697,233529606,34.5,37.9
GW0,00058,-81,7,1760337727,236073260,34.6,37.8
AN0,00058,-87,1,1760337727,236073641,34.6,37.8
AN1,00058,-69,7,1760337727,236074078,34.6,37.8
GW0,00059,-81,8,1760337757,238487873,34.8,37.7
AN0,00059,-86,1,1760337757,238488199,34.8,37.7
AN1,00059,-69,7,1760337757,238488170,34.8,37.7
GW0,00060,-80,7,1760337787,239896413,34.9,36.6
AN0,00060,-87,2,1760337787,239896277,34.9,36.6
AN1,00060,-71,8,1760337787,239896853,34.9,36.6
GW0,00061,-82,7,1760337817,240048539,34.9,36.4
AN0,00061,-88,1,1760337817,240048409,34.9,36.3
AN1,00061,-71,7,1760337817,240048901,34.9,36.3
GW0,00062,-81,7,1760337847,242057861,34.6,36.8
AN0,00062,-87,2,1760337847,242057566,34.7,36.8
AN1,00062,-70,8,1760337847,242057654,34.7,36.8
GW0,00063,-81,8,1760337877,244692881,34.5,38.0
AN0,00063,-87,1,1760337877,244692677,34.5,38.0
AN1,00063,-71,7,1760337877,244693382,34.5,38.0
GW0,00064,-81,7,1760337907,246478763,34.1,38.8
AN0,00064,-86,1,1760337907,246478855,34.1,38.9
AN1,00064,-68,7,1760337907,246479033,34.1,38.9
GW0,00065,-81,8,1760337937,248873593,33.9,39.3
AN0,00065,-87,1,1760337937,248873560,33.8,39.3
AN1,00065,-70,7,1760337937,248873807,33.8,39.3
GW0,00066,-81,8,1760337967,251512313,33.7,40.4
AN0,00066,-87,1,1760337967,251512478,33.7,40.3
AN1,00066,-70,7,1760337967,251512861,33.7,40.3
GW0,00067,-80,8,1760337997,255832753,33.7,38.9
AN0,00067,-86,1,1760337997,255832603,33.7,38.8
AN1,00067,-68,2,1760337997,255833416,33.7,38.8
GW0,00068,-80,8,1760338027,258606119,33.6,39.9
AN0,00068,-87,1,1760338027,258605877,33.6,40.0
AN1,00068,-70,7,1760338027,258606314,33.6,40.0
GW0,00069,-80,7,1760338057,261350831,33.6,40.9
AN0,00069,-86,1,1760338057,261351184,33.6,40.8
AN1,00069,-70,8,1760338057,261351556,33.6,40.8
GW0,00070,-81,8,1760338087,263869392,33.6,40.1
AN0,00070,-86,1,1760338087,263869681,33.7,39.9
AN1,00070,-71,8,1760338087,263869801,33.7,39.9
GW0,00071,-82,8,1760338117,263999056,33.7,39.0
AN0,00071,-88,0,1760338117,263999259,33.6,39.0
AN1,00071,-71,8,1760338117,263999867,33.6,39.0
GW0,00072,-82,8,1760338147,264054231,33.6,39.7
AN0,00072,-88,-1,1760338147,264054306,33.7,39.7
AN1,00072,-71,7,1760338147,264054748,33.7,39.7
GW0,00073,-82,7,1760338177,264781997,33.9,39.4
AN0,00073,-87,0,1760338177,264782114,33.9,39.4
AN1,00073,-70,7,1760338177,264782739,33.9,39.4
GW0,00074,-82,8,1760338207,264665259,34.1,39.8
AN0,00074,-88,1,1760338207,264665787,34.1,39.8
AN1,00074,-70,8,1760338207,264666168,34.1,39.8
GW0,00075,-80,7,1760338237,264249579,34.2,38.4
AN0,00075,-87,1,1760338237,264249359,34.2,38.3
AN1,00075,-71,8,1760338237,264250111,34.2,38.3
GW0,00076,-81,7,1760338267,263523679,34.2,36.7
AN0,00076,-87,2,1760338267,263523709,34.1,36.7
AN1,00076,-71,8,1760338267,263524397,34.1,36.7
GW0,00077,-81,7,1760338297,263285536,34.2,36.6
AN0,00077,-86,1,1760338297,263285687,34.2,36.6
AN1,00077,-71,8,1760338297,263286261,34.2,36.6
GW0,00078,-82,8,1760338327,264585496,34.2,36.3
AN0,00078,-87,1,1760338327,264585352,34.2,36.3
AN1,00078,-71,8,1760338327,264586205,34.2,36.3
GW0,00079,-82,8,1760338357,267562525,34.2,36.7
AN0,00079,-86,0,1760338357,267562201,34.2,36.7
AN1,00079,-71,7,1760338357,267563156,34.2,36.7
GW0,00080,-81,8,1760338387,270072261,34.2,38.5
AN0,00080,-87,1,1760338387,270071900,34.2,38.5
AN1,00080,-68,8,1760338387,270072478,34.2,38.5
GW0,00081,-81,8,1760338417,274164428,34.3,38.7
AN0,00081,-86,1,1760338417,274164777,34.3,38.6
AN1,00081,-71,7,1760338417,274165028,34.3,38.6
GW0,00082,-80,8,1760338447,277872370,34.2,38.6
AN0,00082,-86,1,1760338447,277872705,34.3,38.5
AN1,00082,-70,8,1760338447,277873247,34.2,38.5
GW0,00083,-80,7,1760338477,281295798,34.1,37.9
AN0,00083,-86,0,1760338477,281295849,34.1,37.9
AN1,00083,-69,7,1760338477,281296424,34.0,37.9
GW0,00084,-80,8,1760338507,284232008,33.8,37.1
AN0,00084,-86,0,1760338507,284231759,33.8,37.1
AN1,00084,-70,7,1760338507,284232330,33.8,37.2
GW0,00085,-81,9,1760338537,287644710,33.7,37.8
AN0,00085,-85,0,1760338537,287644759,33.7,37.8
AN1,00085,-68,7,1760338537,287645139,33.7,37.8
GW0,00086,-81,8,1760338567,291149458,33.7,38.5
AN0,00086,-87,1,1760338567,291149835,33.6,38.5
AN1,00086,-70,8,1760338567,291150261,33.6,38.5
GW0,00087,-81,8,1760338597,293838917,33.6,38.7
AN0,00087,-87,1,1760338597,293839258,33.6,38.7
AN1,00087,-70,8,1760338597,293839542,33.6,38.7
GW0,00088,-81,8,1760338627,296512872,33.8,38.1
AN0,00088,-86,0,1760338627,296513199,33.8,38.1
AN1,00088,-71,8,1760338627,296513948,33.8,38.0
GW0,00089,-82,8,1760338657,300147837,33.6,37.0
AN0,00089,-87,1,1760338657,300147766,33.5,37.0
AN1,00089,-70,8,1760338657,300148217,33.5,37.0
GW0,00090,-81,8,1760338687,303000698,33.4,37.7
AN0,00090,-86,0,1760338687,303000419,33.4,37.8
AN1,00090,-68,7,1760338687,303001240,33.4,37.8
GW0,00091,-81,8,1760338717,305318899,33.4,37.4
AN0,00091,-86,0,1760338717,305318732,33.4,37.4
AN1,00091,-68,7,1760338717,305319355,33.4,37.5
GW0,00092,-81,8,1760338747,306893453,33.2,37.5
AN0,00092,-87,0,1760338747,306893242,33.2,37.5
AN1,00092,-70,8,1760338747,306894024,33.3,37.5
GW0,00093,-81,8,1760338777,310016092,33.3,37.7
AN0,00093,-85,0,1760338777,310016069,33.3,37.7
AN1,00093,-69,7,1760338777,310016699,33.3,37.7
GW0,00094,-81,8,1760338807,312708334,33.4,38.0
AN0,00094,-87,1,1760338807,312708645,33.4,38.0
AN1,00094,-69,8,1760338807,312709036,33.4,37.9
GW0,00095,-81,7,1760338837,316699120,33.6,38.8
AN0,00095,-85,0,1760338837,316698724,33.6,38.8
AN1,00095,-70,8,1760338837,316699189,33.5,39.0
GW0,00096,-80,8,1760338867,320666098,33.6,39.7
AN0,00096,-86,1,1760338867,320666025,33.6,39.7
AN1,00096,-70,8,1760338867,320666181,33.6,39.7
GW0,00097,-81,8,1760338897,323105068,33.8,39.4
AN0,00097,-87,1,1760338897,323104777,33.8,39.4
AN1,00097,-70,8,1760338897,323105518,33.8,39.4
GW0,00100,-82,8,1760338988,53709396,33.8,38.4
AN0,00100,-87,1,1760338988,53709412,33.8,38.4
AN1,00100,-69,8,1760338988,53709279,33.8,38.4
GW0,00101,-82,8,1760339018,57786801,33.9,39.2
AN0,00101,-87,1,1760339018,57786519,33.9,39.2
AN1,00101,-69,8,1760339018,57786659,33.9,39.2
GW0,00102,-81,8,1760339048,62781275,33.8,39.9
AN0,00102,-87,1,1760339048,62781139,33.8,39.9
AN1,00102,-71,7,1760339048,62781508,33.8,39.9
GW0,00103,-80,8,1760339078,67466738,33.4,39.9
AN0,00103,-87,0,1760339078,67466898,33.4,39.9
AN1,00103,-71,7,1760339078,67466630,33.4,40.0
GW0,00104,-81,8,1760339108,71628670,33.3,40.8
AN0,00104,-87,1,1760339108,71628591,33.3,40.8
AN1,00104,-69,7,1760339108,71628600,33.3,40.9
GW0,00105,-81,8,1760339138,75959851,33.3,41.4
AN0,00105,-87,1,1760339138,75959806,33.3,41.4
AN1,00105,-70,8,1760339138,75960044,33.4,41.4
GW0,00106,-81,8,1760339168,81395956,33.4,41.0
AN0,00106,-86,0,1760339168,81395821,33.4,41.0
AN1,00106,-70,8,1760339168,81395850,33.4,41.0
GW0,00107,-80,7,1760339198,84927685,33.4,40.3
AN0,00107,-87,1,1760339198,84927620,33.4,40.3
AN1,00107,-70,8,1760339198,84927638,33.3,40.4
GW0,00108,-81,7,1760339228,87734093,33.3,39.7
AN0,00108,-85,0,1760339228,87734091,33.3,39.7
AN1,00108,-71,8,1760339228,87734523,33.4,39.7
GW0,00109,-81,8,1760339258,91324829,33.1,40.2
AN0,00109,-87,1,1760339258,91324809,33.1,40.2
AN1,00109,-69,6,1760339258,91325219,33.0,40.2
GW0,00110,-82,8,1760339288,94897605,32.7,40.9
AN0,00110,-86,1,1760339288,94897305,32.7,40.9
AN1,00110,-69,7,1760339288,94897691,32.6,40.9
GW0,00111,-80,7,1760339318,98740126,32.3,43.3
AN0,00111,-87,1,1760339318,98740087,32.3,43.3
AN1,00111,-69,7,1760339318,98740037,32.3,43.4
GW0,00112,-81,8,1760339348,102637088,32.1,44.8
AN0,00112,-85,0,1760339348,102637674,32.1,44.8
AN1,00112,-69,7,1760339348,102637401,32.1,44.8
GW0,00113,-81,8,1760339378,107009183,31.9,45.5
AN0,00113,-85,0,1760339378,107008955,31.9,45.5
AN1,00113,-69,7,1760339378,107008871,32.0,45.5
GW0,00114,-81,8,1760339408,110570509,31.7,45.6
AN0,00114,-85,0,1760339408,110570656,31.7,45.6
AN1,00114,-71,7,1760339408,110570994,31.7,45.6
GW0,00115,-82,8,1760339438,114786884,31.5,46.8
AN0,00115,-87,2,1760339438,114786939,31.5,46.8
AN1,00115,-71,6,1760339438,114787165,31.5,46.8
GW0,00116,-82,8,1760339468,119751334,31.5,48.0
AN0,00116,-85,0,1760339468,119751476,31.5,48.0
AN1,00116,-70,8,1760339468,119751441,31.4,47.9
GW0,00117,-80,8,1760339498,124814754,31.5,47.7
AN0,00117,-87,1,1760339498,124814997,31.5,47.7
AN1,00117,-70,8,1760339498,124815296,31.5,47.7
GW0,00118,-82,7,1760339528,130557943,31.6,47.1
AN0,00118,-86,1,1760339528,130558027,31.6,47.1
AN1,00118,-70,7,1760339528,130558017,31.6,47.0
GW0,00119,-82,8,1760339558,136958745,31.5,47.8
AN0,00119,-85,1,1760339558,136959070,31.5,47.8
AN1,00119,-71,8,1760339558,136958962,31.5,47.8
GW0,00120,-81,8,1760339588,142462910,31.4,47.9
AN0,00120,-87,2,1760339588,142462864,31.4,47.9
AN1,00120,-71,8,1760339588,142462904,31.4,47.9
GW0,00121,-80,8,1760339618,148395089,31.6,48.0
AN0,00121,-87,1,1760339618,148395329,31.6,48.0
AN1,00121,-70,7,1760339618,148395915,31.6,48.0
GW0,00122,-81,7,1760339648,155233632,31.9,47.3
AN0,00122,-87,1,1760339648,155233860,31.9,47.3
AN1,00122,-69,7,1760339648,155234113,31.9,47.2
GW0,00123,-82,8,1760339678,160546130,32.0,46.6
AN0,00123,-86,0,1760339678,160546520,32.0,46.6
AN1,00123,-71,8,1760339678,160546380,32.0,46.5
GW0,00124,-82,8,1760339708,166101460,31.8,44.4
AN0,00124,-86,1,1760339708,166101747,31.8,44.4
AN1,00124,-69,7,1760339708,166101762,31.9,44.5
GW0,00125,-82,7,1760339738,171443636,31.8,45.8
AN0,00125,-86,1,1760339738,171443721,31.8,45.8
AN1,00125,-70,7,1760339738,171443875,31.8,45.9
GW0,00126,-81,8,1760339768,175932036,31.6,44.9
AN0,00126,-85,0,1760339768,175932636,31.6,44.9
AN1,00126,-70,8,1760339768,175932436,31.6,44.9
GW0,00127,-81,8,1760339798,179500578,31.8,44.8
AN0,00127,-86,1,1760339798,179500782,31.8,44.8
AN1,00127,-69,7,1760339798,179500518,31.7,44.9
GW0,00128,-81,7,1760339828,185287216,31.8,43.8
AN0,00128,-84,0,1760339828,185287671,31.8,43.8
AN1,00128,-71,8,1760339828,185287490,31.8,43.8
GW0,00129,-82,7,1760339858,189138853,31.9,43.6
AN0,00129,-86,1,1760339858,189139469,31.9,43.6
AN1,00129,-69,7,1760339858,189139650,31.9,43.5
GW0,00130,-80,7,1760339888,192958247,31.8,44.3
AN0,00130,-85,1,1760339888,192958697,31.8,44.3
AN1,00130,-70,7,1760339888,192958409,31.8,44.3
GW0,00131,-82,8,1760339918,196686646,31.5,44.7
AN0,00131,-85,1,1760339918,196686787,31.5,44.7
AN1,00131,-71,7,1760339918,196686842,31.4,44.7
GW0,00132,-81,8,1760339948,200717144,31.4,44.9
AN0,00132,-86,1,1760339948,200717395,31.4,44.9
AN1,00132,-70,7,1760339948,200717168,31.4,45.0
GW0,00133,-82,8,1760339978,204164941,31.2,46.1
AN0,00133,-86,1,1760339978,204165497,31.2,46.1
AN1,00133,-69,6,1760339978,204165584,31.2,46.1
GW0,00134,-80,8,1760340008,207365278,31.2,46.6
AN0,00134,-87,1,1760340008,207366073,31.2,46.6
AN1,00134,-71,7,1760340008,207365850,31.2,46.7
GW0,00135,-80,7,1760340038,210147821,31.2,47.1
AN0,00135,-86,1,1760340038,210148150,31.2,47.1
AN1,00135,-69,7,1760340038,210148053,31.2,47.1
GW0,00136,-80,7,1760340068,213918610,31.3,46.9
AN0,00136,-86,1,1760340068,213918959,31.3,46.9
AN1,00136,-70,7,1760340068,213918773,31.3,46.9
GW0,00137,-81,8,1760340098,217693691,31.3,45.7
AN0,00137,-86,1,1760340098,217694115,31.3,45.7
AN1,00137,-68,7,1760340098,217693967,31.4,45.7
GW0,00138,-80,8,1760340128,221177455,31.5,44.6
AN0,00138,-86,1,1760340128,221178038,31.5,44.6
AN1,00138,-71,7,1760340128,221178204,31.5,44.7
GW0,00139,-80,7,1760340158,224257645,31.6,44.5
AN0,00139,-86,1,1760340158,224258073,31.6,44.5
AN1,00139,-70,8,1760340158,224258307,31.6,44.6
GW0,00140,-80,7,1760340188,227586606,31.6,45.2
AN0,00140,-85,2,1760340188,227586900,31.6,45.2
AN1,00140,-69,7,1760340188,227586916,31.6,45.3
GW0,00141,-80,7,1760340218,231196292,31.6,43.8
AN0,00141,-85,0,1760340218,231196613,31.6,43.8
AN1,00141,-71,8,1760340218,231196738,31.6,44.0
GW0,00142,-80,7,1760340248,234274217,31.7,45.3
AN0,00142,-96,-8,1760340248,234274409,31.7,45.3
AN1,00142,-70,7,1760340248,234275003,31.7,45.4
GW0,00143,-79,7,1760340278,238169907,31.7,45.5
AN0,00143,-90,-2,1760340278,238170750,31.7,45.5
AN1,00143,-70,8,1760340278,238170425,31.7,45.5
