gw0_x,gw0_y,an0_x,an0_y,an1_x,an1_y,en0_x,en0_y
GW0,00020,-70,8,1760672270,248001477,37.7,28.2
AN0,00020,-53,7,1760672270,248000927,37.7,28.2
AN1,00020,-53,7,1760672270,248001379,37.7,28.2
GW0,00021,-70,8,1760672300,239014996,38.0,29.9
AN0,00021,-54,8,1760672300,239014455,38.0,29.9
AN1,00021,-52,6,1760672300,239014503,38.0,29.9
GW0,00022,-69,8,1760672330,230619710,38.8,29.0
AN0,00022,-53,7,1760672330,230619821,38.8,29.0
AN1,00022,-51,6,1760672330,230619715,38.8,29.0
GW0,00023,-68,7,1760672360,222316963,39.3,28.2
AN0,00023,-52,7,1760672360,222317250,39.3,28.2
AN1,00023,-53,7,1760672360,222317259,39.3,28.2
GW0,00024,-68,8,1760672390,212840632,40.0,27.8
AN0,00024,-52,7,1760672390,212840831,40.0,27.8
AN1,00024,-52,7,1760672390,212840572,40.0,27.8
GW0,00025,-68,8,1760672420,202614667,40.8,27.2
AN0,00025,-53,8,1760672420,202613986,40.8,27.2
AN1,00025,-51,6,1760672420,202614151,40.8,27.2
GW0,00026,-70,8,1760672450,192931236,40.7,26.8
AN0,00026,-53,8,1760672450,192931355,40.7,26.8
AN1,00026,-51,7,1760672450,192931445,40.7,26.8
GW0,00027,-69,7,1760672480,184223980,40.4,26.4
AN0,00027,-52,7,1760672480,184223928,40.4,26.4
AN1,00027,-51,7,1760672480,184224155,40.4,26.4
GW0,00028,-69,8,1760672510,175474753,40.8,27.6
AN0,00028,-53,8,1760672510,175474926,40.8,27.6
AN1,00028,-51,7,1760672510,175475223,40.8,27.6
GW0,00029,-69,7,1760672540,167352409,41.0,26.8
AN0,00029,-53,8,1760672540,167352165,41.0,26.8
AN1,00029,-53,7,1760672540,167352070,41.0,26.8
GW0,00030,-69,8,1760672570,159436412,41.3,27.8
AN0,00030,-52,8,1760672570,159435852,41.3,27.8
AN1,00030,-52,8,1760672570,159435979,41.3,27.8
GW0,00031,-68,8,1760672600,150860200,41.5,27.0
AN0,00031,-53,7,1760672600,150859730,41.5,27.0
AN1,00031,-53,7,1760672600,150859654,41.5,27.0
GW0,00032,-69,8,1760672630,141900543,41.2,24.8
AN0,00032,-53,7,1760672630,141900046,41.2,24.8
AN1,00032,-51,6,1760672630,141900068,41.1,24.8
GW0,00033,-68,7,1760672660,132486480,39.9,27.2
AN0,00033,-53,7,1760672660,132486623,39.9,27.2
AN1,00033,-51,6,1760672660,132486664,39.9,27.5
GW0,00034,-69,8,1760672690,124117167,39.9,27.8
AN0,00034,-51,7,1760672690,124117151,39.9,27.8
AN1,00034,-50,6,1760672690,124117207,40.0,27.8
GW0,00035,-68,8,1760672720,116657213,40.9,27.2
AN0,00035,-53,8,1760672720,116657124,40.9,27.2
AN1,00035,-51,7,1760672720,116657064,40.9,27.1
GW0,00036,-68,8,1760672750,109165534,41.2,26.6
AN0,00036,-51,7,1760672750,109165048,41.2,26.6
AN1,00036,-52,7,1760672750,109164987,41.2,26.6
GW0,00037,-68,7,1760672780,102385563,41.6,26.2
AN0,00037,-53,7,1760672780,102385110,41.6,26.1
AN1,00037,-52,6,1760672780,102385357,41.6,26.1
GW0,00038,-68,7,1760672810,94851171,41.3,26.3
AN0,00038,-53,7,1760672810,94851224,41.3,26.3
AN1,00038,-52,7,1760672810,94851533,41.3,26.3
GW0,00039,-67,7,1760672840,87809395,41.1,27.0
AN0,00039,-53,7,1760672840,87809613,41.1,27.1
AN1,00039,-52,7,1760672840,87809425,41.1,27.1
GW0,00040,-68,7,1760672870,80271479,41.1,26.6
AN0,00040,-53,7,1760672870,80271836,41.1,26.6
AN1,00040,-53,7,1760672870,80271389,41.1,26.6
GW0,00041,-69,8,1760672900,72388843,40.2,27.4
AN0,00041,-53,8,1760672900,72388741,40.2,27.6
AN1,00041,-53,7,1760672900,72388777,40.2,27.6
GW0,00042,-68,7,1760672930,65101236,40.6,27.8
AN0,00042,-53,8,1760672930,65100871,40.6,27.8
AN1,00042,-51,7,1760672930,65101174,40.6,27.8
GW0,00043,-68,7,1760672960,57287541,41.3,26.6
AN0,00043,-53,8,1760672960,57283133,41.3,26.6
AN1,00043,-52,7,1760672959,57283360,41.3,26.6
GW0,00044,-67,8,1760672989,329583979,41.5,26.1
AN0,00044,-53,7,1760672989,329583660,41.5,26.1
AN1,00044,-51,7,1760672989,329584079,41.5,26.1
GW0,00045,-69,7,1760673019,322661556,41.5,26.4
AN0,00045,-53,8,1760673019,322661595,41.5,26.4
AN1,00045,-52,7,1760673019,322661608,41.5,26.4
GW0,00046,-69,8,1760673049,313898966,41.9,25.6
AN0,00046,-52,8,1760673049,313898374,41.9,25.6
AN1,00046,-51,7,1760673049,313898764,41.9,25.6
GW0,00047,-69,7,1760673079,304861391,40.8,25.5
AN0,00047,-53,7,1760673079,304861252,40.8,25.5
AN1,00047,-52,7,1760673079,304861159,40.8,25.5
GW0,00048,-68,8,1760673109,296160050,39.7,27.7
AN0,00048,-53,7,1760673109,296159300,39.7,27.7
AN1,00048,-53,7,1760673109,296159522,39.7,27.7
GW0,00049,-69,8,1760673139,287575933,40.1,27.9
AN0,00049,-53,7,1760673139,287575305,40.1,27.9
AN1,00049,-52,7,1760673139,287575602,40.1,27.9
GW0,00050,-68,8,1760673169,278914801,40.4,27.6
AN0,00050,-52,7,1760673169,278914096,40.4,27.6
AN1,00050,-52,7,1760673169,278914589,40.4,27.6
GW0,00051,-69,7,1760673199,271365431,40.9,27.2
AN0,00051,-53,8,1760673199,271365297,40.9,27.2
AN1,00051,-52,7,1760673199,271365278,40.9,27.2
GW0,00052,-68,8,1760673229,263577680,41.6,26.6
AN0,00052,-52,7,1760673229,263577584,41.6,26.6
AN1,00052,-52,6,1760673229,263577890,41.6,26.6
GW0,00053,-67,7,1760673259,254789393,41.3,27.0
AN0,00053,-52,7,1760673259,254789144,41.3,27.0
AN1,00053,-51,6,1760673259,254789145,41.3,27.0
GW0,00054,-68,7,1760673289,245961788,41.6,26.9
AN0,00054,-52,7,1760673289,245961559,41.6,26.9
AN1,00054,-52,7,1760673289,245961636,41.6,26.9
GW0,00055,-67,7,1760673319,237310082,42.0,26.4
AN0,00055,-53,8,1760673319,237310301,42.0,26.4
AN1,00055,-52,7,1760673319,237310232,42.0,26.4
GW0,00056,-68,8,1760673349,229589990,42.0,25.7
AN0,00056,-53,7,1760673349,229589559,42.0,25.7
AN1,00056,-52,7,1760673349,229589493,41.9,25.6
GW0,00057,-69,8,1760673379,221966541,41.3,26.8
AN0,00057,-53,8,1760673379,221966457,41.3,26.8
AN1,00057,-52,7,1760673379,221966600,41.3,26.8
GW0,00058,-68,6,1760673409,214136240,41.7,26.5
AN0,00058,-53,8,1760673409,214136072,41.7,26.5
AN1,00058,-51,6,1760673409,214136335,41.7,26.4
GW0,00059,-68,8,1760673439,205509102,41.8,26.2
AN0,00059,-53,8,1760673439,205509144,41.8,26.2
AN1,00059,-52,7,1760673439,205509235,41.8,26.2
GW0,00060,-69,8,1760673469,197307977,42.0,26.2
AN0,00060,-53,8,1760673469,197307470,42.0,26.2
AN1,00060,-51,7,1760673469,197307428,42.0,26.2
GW0,00061,-69,7,1760673499,188481546,42.0,26.2
AN0,00061,-53,8,1760673499,188481325,42.0,26.2
AN1,00061,-53,7,1760673499,188481742,42.0,26.2
GW0,00062,-69,8,1760673529,178856384,41.0,25.9
AN0,00062,-51,7,1760673529,178855994,41.0,25.9
AN1,00062,-51,6,1760673529,178856224,41.0,25.9
GW0,00063,-69,7,1760673559,168802770,40.2,27.7
AN0,00063,-53,8,1760673559,168802966,40.2,27.7
AN1,00063,-52,8,1760673559,168802976,40.2,27.7
GW0,00064,-68,8,1760673589,159545558,41.2,27.4
AN0,00064,-53,7,1760673589,159545525,41.2,27.4
AN1,00064,-52,7,1760673589,159545449,41.2,27.4
GW0,00065,-67,8,1760673619,149486016,41.9,26.6
AN0,00065,-51,7,1760673619,149486050,41.9,26.6
AN1,00065,-52,7,1760673619,149485903,41.9,26.6
GW0,00066,-68,7,1760673649,140465184,41.4,26.9
AN0,00066,-51,7,1760673649,140464906,41.4,26.9
AN1,00066,-50,7,1760673649,140465045,41.4,26.9
GW0,00067,-69,8,1760673679,131906062,41.0,27.6
AN0,00067,-51,7,1760673679,131905428,41.0,27.6
AN1,00067,-52,7,1760673679,131905713,41.0,27.6
GW0,00068,-68,8,1760673709,124496136,41.1,27.7
AN0,00068,-53,7,1760673709,124496428,41.1,27.7
AN1,00068,-50,6,1760673709,124496055,41.1,27.7
GW0,00069,-67,7,1760673739,115897094,41.4,27.6
AN0,00069,-53,8,1760673739,115897135,41.4,27.6
AN1,00069,-52,7,1760673739,115896937,41.4,27.6
GW0,00070,-68,8,1760673769,107191960,42.1,26.8
AN0,00070,-53,8,1760673769,107191912,42.1,26.8
AN1,00070,-52,8,1760673769,107191535,42.1,26.8
GW0,00071,-68,8,1760673799,98511724,42.8,25.9
AN0,00071,-51,8,1760673799,98511483,42.8,25.9
AN1,00071,-53,7,1760673799,98511775,42.8,25.9
GW0,00072,-68,8,1760673829,88804484,42.9,25.4
AN0,00072,-53,8,1760673829,88804334,42.9,25.4
AN1,00072,-51,7,1760673829,88804732,42.9,25.4
GW0,00073,-67,7,1760673859,78446156,42.6,26.0
AN0,00073,-53,7,1760673859,78446329,42.6,26.0
AN1,00073,-53,7,1760673859,78446452,42.6,26.0
GW0,00074,-68,7,1760673889,68883532,42.6,25.7
AN0,00074,-52,7,1760673889,68883356,42.6,25.7
AN1,00074,-51,7,1760673889,68883284,42.6,25.7
GW0,00075,-69,8,1760673919,60560479,42.1,26.0
AN0,00075,-53,8,1760673919,60560184,42.1,26.0
AN1,00075,-52,7,1760673919,60560444,42.1,26.0
GW0,00076,-69,8,1760673949,51491061,42.6,26.4
AN0,00076,-53,8,1760673949,51486892,42.6,26.4
AN1,00076,-51,7,1760673949,51491063,42.6,26.4
GW0,00077,-68,8,1760673978,322400747,42.8,26.4
AN0,00077,-53,8,1760673978,322400350,42.8,26.3
AN1,00077,-52,7,1760673978,322400485,42.8,26.3
GW0,00078,-70,8,1760674008,314375375,43.0,25.8
AN0,00078,-53,8,1760674008,314374584,43.0,25.9
AN1,00078,-52,7,1760674008,314375081,43.0,25.9
GW0,00079,-69,8,1760674038,305829413,43.1,25.3
AN0,00079,-53,8,1760674038,305829288,43.1,25.3
AN1,00079,-53,7,1760674038,305829137,43.1,25.3
GW0,00080,-68,8,1760674068,297656997,42.6,25.3
AN0,00080,-53,8,1760674068,297656698,42.6,25.3
AN1,00080,-51,7,1760674068,297656603,42.7,25.3
GW0,00081,-69,8,1760674098,289705200,42.5,25.7
AN0,00081,-52,7,1760674098,289704987,42.5,25.7
AN1,00081,-50,6,1760674098,289704728,42.5,25.6
GW0,00082,-67,8,1760674128,281262711,42.4,25.7
AN0,00082,-51,8,1760674128,281262547,42.4,25.7
AN1,00082,-50,6,1760674128,281262505,42.4,25.7
GW0,00083,-68,8,1760674158,274251516,41.9,26.3
AN0,00083,-51,7,1760674158,274250790,41.9,26.3
AN1,00083,-52,7,1760674158,274251032,41.9,26.3
GW0,00084,-68,8,1760674188,267173214,41.5,25.7
AN0,00084,-51,8,1760674188,267172897,41.5,25.7
AN1,00084,-52,7,1760674188,267173050,41.5,25.7
GW0,00085,-69,7,1760674218,260003597,40.8,27.2
AN0,00085,-51,7,1760674218,260003370,40.8,27.2
AN1,00085,-52,8,1760674218,260003089,40.8,27.2
GW0,00086,-67,8,1760674248,252830416,40.1,28.0
AN0,00086,-52,8,1760674248,252830002,40.1,28.0
AN1,00086,-51,7,1760674248,252829737,40.1,28.0
GW0,00087,-68,8,1760674278,246262072,39.8,29.2
AN0,00087,-52,8,1760674278,246261929,39.8,29.2
AN1,00087,-51,7,1760674278,246262032,39.8,29.2
GW0,00088,-69,8,1760674308,240578146,40.4,28.3
AN0,00088,-52,8,1760674308,240578008,40.4,28.3
AN1,00088,-50,7,1760674308,240577805,40.4,28.3
GW0,00089,-68,7,1760674338,234962192,40.4,27.5
AN0,00089,-53,7,1760674338,234962435,40.4,27.5
AN1,00089,-52,8,1760674338,234962220,40.4,27.5
GW0,00090,-67,7,1760674368,229468485,40.8,28.7
AN0,00090,-52,8,1760674368,229467928,40.8,28.7
AN1,00090,-52,7,1760674368,229468439,40.8,28.7
GW0,00091,-68,8,1760674398,223332274,41.9,27.4
AN0,00091,-53,7,1760674398,223332127,41.9,27.4
AN1,00091,-52,7,1760674398,223331797,41.9,27.4
GW0,00092,-67,8,1760674428,215501720,42.0,26.5
AN0,00092,-52,8,1760674428,215501692,42.0,26.5
AN1,00092,-52,7,1760674428,215501211,42.0,26.5
GW0,00093,-67,7,1760674458,208660831,41.9,26.5
AN0,00093,-52,7,1760674458,208660321,41.9,26.5
AN1,00093,-50,7,1760674458,208660525,41.9,26.5
GW0,00094,-67,8,1760674488,202479386,42.1,26.1
AN0,00094,-52,7,1760674488,202479254,42.1,26.1
AN1,00094,-50,6,1760674488,202479459,42.1,26.1
GW0,00095,-69,8,1760674518,195975057,42.5,26.4
AN0,00095,-52,8,1760674518,195974498,42.5,26.4
AN1,00095,-50,7,1760674518,195974688,42.6,26.3
GW0,00096,-68,7,1760674548,188905910,43.0,26.5
AN0,00096,-51,7,1760674548,188905468,43.0,26.5
AN1,00096,-50,7,1760674548,188905638,43.0,26.5
GW0,00097,-67,7,1760674578,181411560,43.2,25.7
AN0,00097,-51,7,1760674578,181411058,43.2,25.7
AN1,00097,-50,7,1760674578,181411082,43.2,25.7
GW0,00098,-69,8,1760674608,174756188,42.8,26.0
AN0,00098,-52,8,1760674608,174755917,42.8,26.0
AN1,00098,-50,7,1760674608,174755943,42.8,26.0
GW0,00099,-69,8,1760674638,166353779,42.6,25.2
AN0,00099,-52,7,1760674638,166353511,42.6,25.2
AN1,00099,-52,7,1760674638,166353447,42.6,25.2
GW0,00100,-68,7,1760674668,157426228,42.5,26.1
AN0,00100,-52,7,1760674668,157426129,42.5,26.1
AN1,00100,-52,7,1760674668,157425846,42.5,26.1
GW0,00101,-68,8,1760674698,150305922,41.8,26.2
AN0,00101,-52,7,1760674698,150305439,41.8,26.2
AN1,00101,-52,7,1760674698,150305499,41.8,26.2
GW0,00102,-69,7,1760674728,142072400,41.3,26.6
AN0,00102,-52,7,1760674728,142072437,41.3,26.6
AN1,00102,-52,8,1760674728,142071994,41.3,26.6
GW0,00103,-67,8,1760674758,133805551,40.8,28.2
AN0,00103,-53,7,1760674758,133805819,40.8,28.3
AN1,00103,-52,8,1760674758,133805602,40.8,28.3
GW0,00104,-67,7,1760674788,126514170,41.5,27.7
AN0,00104,-53,7,1760674788,126514367,41.5,27.7
AN1,00104,-52,8,1760674788,126514484,41.5,27.7
GW0,00105,-66,7,1760674818,120202465,41.5,27.7
AN0,00105,-52,7,1760674818,120202616,41.5,27.7
AN1,00105,-51,7,1760674818,120202329,41.5,27.8
GW0,00106,-66,7,1760674848,113354723,41.6,27.3
AN0,00106,-53,8,1760674848,113354308,41.6,27.3
AN1,00106,-51,6,1760674848,113354274,41.6,27.3
