gw0_x,gw0_y,an0_x,an0_y,an1_x,an1_y,en0_x,en0_y
0,0,85.9,-107.3,30.5,-154.1,10.8,-16.3
node_id,packet_id,rssi,snr,timestamp,ticks,temp,humi
GW0,00168,-74,8,1760331464,182309096,31.9,42.1
AN0,00168,-94,-3,1760331464,182309288,31.9,42.1
AN1,00168,-80,6,1760331464,182309900,31.9,42.1
GW0,00169,-73,8,1760331494,185838674,31.7,42.5
AN0,00169,-95,-5,1760331494,185838601,31.7,42.5
AN1,00169,-80,5,1760331494,185838623,31.7,42.5
GW0,00170,-74,8,1760331524,187709911,31.6,42.9
AN0,00170,-95,-4,1760331524,187710001,31.6,42.9
AN1,00170,-78,5,1760331524,187710249,31.6,42.9
GW0,00171,-74,8,1760331554,189899614,31.6,43.4
AN0,00171,-95,-4,1760331554,189899593,31.6,43.4
AN1,00171,-80,6,1760331554,189900173,31.6,43.4
GW0,00172,-73,8,1760331584,192063192,31.7,43.2
AN0,00172,-94,-4,1760331584,192063070,31.7,43.2
AN1,00172,-80,5,1760331584,192063364,31.7,43.2
GW0,00173,-74,8,1760331614,194122588,31.9,43.4
AN0,00173,-98,-6,1760331614,194122649,31.9,43.4
AN1,00173,-78,6,1760331614,194122980,31.9,43.4
GW0,00174,-71,8,1760331644,196949920,32.2,42.7
AN0,00174,-99,-7,1760331644,196950220,32.2,42.7
AN1,00174,-80,5,1760331644,196950462,32.2,42.7
GW0,00175,-73,8,1760331674,199163025,32.1,42.0
AN0,00175,-97,-5,1760331674,199162529,32.1,42.0
AN1,00175,-80,6,1760331674,199163446,32.1,42.0
GW0,00176,-73,7,1760331704,201026456,32.1,42.7
AN0,00176,-93,-2,1760331704,201026532,32.1,42.7
AN1,00176,-79,6,1760331704,201027092,32.1,42.7
GW0,00177,-71,8,1760331734,201370179,32.2,42.0
AN0,00177,-95,-5,1760331734,201369784,32.2,42.0
AN1,00177,-79,5,1760331734,201370381,32.2,42.0
GW0,00178,-71,8,1760331764,201112386,32.6,42.2
AN0,00178,-91,0,1760331764,201112105,32.6,42.2
AN1,00178,-78,6,1760331764,201112560,32.6,42.2
GW0,00179,-74,8,1760331794,202400022,32.8,41.2
AN0,00179,-92,-1,1760331794,202399653,32.8,41.2
AN1,00179,-80,6,1760331794,202400037,32.8,41.2
GW0,00180,-70,8,1760331824,203066314,32.9,41.0
AN0,00180,-96,-5,1760331824,203066347,32.9,41.0
AN1,00180,-79,6,1760331824,203066975,32.9,41.0
GW0,00181,-71,8,1760331854,203831975,33.1,41.4
AN0,00181,-90,-2,1760331854,203832200,33.1,41.4
AN1,00181,-77,6,1760331854,203832061,33.1,41.4
GW0,00182,-71,8,1760331884,202637120,33.2,40.4
AN0,00182,-91,-1,1760331884,202637032,33.2,40.4
AN1,00182,-79,5,1760331884,202637766,33.2,40.4
GW0,00183,-71,8,1760331914,202532911,33.4,41.0
AN0,00183,-90,-2,1760331914,202533123,33.5,41.0
AN1,00183,-78,6,1760331914,202533350,33.5,41.0
